dialog_act,utterance
request,"what is their phone number
"
request,"phone number
"
request,"whats the address
"
request,"what is the address
"
request,"addrss
"
request,"can i have their phone number please
"
request,"whats the phone number
"
request,"what is the address and phone number
"
request,"phone number
"
request,"what is the address and postcode
"
request,"whats its post code
"
request,"address
"
request,"whats the phone number
"
request,"can i get the phone number
"
request,"what is the phone number
"
request,"post code
"
request,"whats their phone number
"
request,"the address
"
request,"price range
"
request,"what is the phone number
"
request,"phone number
"
request,"the type of food
"
request,"what is the phone number
"
request,"what is the address
"
request,"can i get the phone number
"
request,"what type of food do they serve
"
request,"what is the address and phone number
"
request,"and can i get the address
"
request,"where is it
"
request,"phone number
"
request,"what type of food is it
"
request,"what type of food
"
request,"and type of food
"
request,"phone number
"
request,"and the telephone number
"
request,"type of food
"
request,"whats the phone number
"
request,"what is the area
"
request,"and the phone number
"
request,"post code
"
request,"whats the address
"
request,"phone number
"
request,"what is the address and phone number
"
request,"whats the phone number
"
request,"whats the phone number
"
request,"phone number and address
"
request,"what kind of food do they serve
"
request,"what type of food
"
request,"okay whats its address
"
request,"may i have the phone number
"
request,"phone number
"
request,"whats the phone number
"
request,"phone number
"
request,"what is the addre
"
request,"whats the address
"
request,"what is the address
"
request,"do you have the phone number
"
request,"phone number
"
request,"and the phone number
"
request,"phone number
"
request,"post code
"
request,"whats the phone number
"
request,"can i have their address
"
request,"phone number
"
request,"may i have the phone number
"
request,"what type of food
"
request,"alright whats the address
"
request,"what is the address
"
request,"phone number
"
request,"address
"
request,"and can i have the address
"
request,"could i have the address and phone number
"
request,"address
"
request,"what part of town is it in
"
request,"what about the phone number
"
request,"whats the address
"
request,"oh where is it
"
request,"whats the address
"
request,"and whats the phone number
"
request,"whats the address
"
request,"post code
"
request,"what is their phone number
"
request,"what is the address phone number and price range
"
request,"what is the phone number
"
request,"where is the address and phone number
"
request,"post code
"
request,"phone number
"
request,"and the phone number
"
request,"address
"
request,"what type of food do they serve
"
request,"address
"
request,"telephone number
"
request,"address
"
request,"address
"
request,"and whats their address
"
request,"whats the address
"
request,"whats the address
"
request,"what type of food is it
"
request,"can i get the address and phone number
"
request,"what is the address and post code
"
request,"phone number
"
request,"what is the phone number
"
request,"whats the phone number
"
request,"okay could i have the phone number and post code
"
request,"may i have the address and the phone number
"
request,"could i have the address
"
request,"what is the phone number
"
request,"post code
"
request,"whats the address
"
request,"um whats the phone number
"
request,"type of food
"
request,"and the phone number
"
request,"whats the phone number
"
request,"uh phone number
"
request,"type of food
"
request,"address
"
request,"what is the address and phone number
"
request,"phone number
"
request,"whats the address
"
request,"whats the phone number
"
request,"and the area
"
request,"price range
"
request,"area train
"
request,"whats their address
"
request,"can i get the address tv_noise
"
request,"may i get the phone number
"
request,"what is the price range
"
request,"address
"
request,"may i have the address and phone number
"
request,"phone number
"
request,"post code
"
request,"post code
"
request,"can i get the address and phone number
"
request,"the phone number
"
request,"what kind of food does it serve
"
request,"phone number
"
request,"what is the phone number
"
request,"the price range
"
request,"phone number
"
request,"what type of food
"
request,"type of food
"
request,"what type of food do they serve
"
request,"phone number
"
request,"whats the post code
"
request,"what is the post code
"
request,"and their post code
"
request,"post code
"
request,"address
"
request,"phone number tv_noise
"
request,"type of food does it serve
"
request,"address
"
request,"whats the phone number
"
request,"can i have the phone number
"
request,"can i have the phone number
"
request,"what is the phone number and address
"
request,"and whats their post code
"
request,"address
"
request,"what is the phone number
"
request,"can i get the address and phone number
"
request,"price range
"
request,"what is the telephone number
"
request,"post code
"
request,"what is the phone number
"
request,"no price
"
request,"and the area
"
request,"breath may i have the phone number please
"
request,"phone number
"
request,"what are the price ranges available
"
request,"the price range
"
request,"address
"
request,"what is the address
"
request,"and the phone number
"
request,"what area
"
request,"phone number
"
request,"what is the address
"
request,"address
"
request,"may i have the address and phone number please
"
request,"phone number
"
request,"telephone number
"
request,"okay can i have the phone number
"
request,"what is the address and phone number
"
request,"price range
"
request,"what is the phone number
"
request,"phone
"
request,"whats the phone number
"
request,"address phone number
"
request,"address
"
request,"what area is it in
"
request,"address
"
request,"what type of food does the venue serve
"
request,"address
"
request,"phone number
"
request,"address phone number and post code
"
request,"the address phone number and postcode
"
request,"address
"
request,"what is the address
"
request,"price range
"
request,"what is the post code
"
request,"okay what is the address
"
request,"what type of food does it have
"
request,"can i have the phone number
"
request,"phone number and post code
"
request,"phone number
"
request,"what is the address
"
request,"can i get the phone number and address
"
request,"phone number
"
request,"phone number
"
request,"address
"
request,"what is the address
"
request,"may i have the address
"
request,"okay whats the address
"
request,"okay whats the phone number
"
request,"what is the phone number
"
request,"my i have the phone number
"
request,"well can i get the address and the post code
"
request,"whats the address
"
request,"noise what is the area
"
request,"phone number
"
request,"post code
"
